name,description,address,city,region,province,postal_code,phone,fax,hours,url,latitude,longitude,distance,materials,pickup,dropoff,notes,groups,curbside,municipal,national,event_only
"Rutherford County Convenience Center - Cranor Road","","1567 Cranor Road","Murfreesboro","","TN","37130","6158987739","0","","http://rutherfordcountytn.gov/environmental/recycle.htm","35.8443267","-86.2765271","12.923649230966","","false","false","","","false","false","false","false"
"DeKalb County Convenience Center - Liberty","","Hwy 53","Liberty","","TN","37095","6155975175","0","","","36.0044713","-85.980285","13.7844503918519","","false","false","","","false","false","false","false"
"Bradyville Convenience Center","Bradyville Convenience Center","6615 Bradyville Pike ","Murfreesboro","Rutherford County","TN","37127","6158987739","0","Tuesday: 9:30 AM - 5:00 PM Wednesday: 9:30 AM - 5:00 PM Friday: 9:30 AM - 5:00 PM Sunday: 7:30 AM - 3:00 PM Saturday: 7:30 AM - 3:00 PM ","http://www.rutherfordcountytn.gov/","35.7794536","-86.2933836","13.8834138477119","Aluminum; Aluminum Cans; Cardboard; Carpet Padding; Catalogs; Glass (Brown); Glass (Clear); Glass (Green); Magazines; Newspapers; Plastic #1 (PETE); Plastic #2 (HDPE); Scrap Metal","false","true","","","false","false","false","false"
"Rutherford County Convenience Center - Bradyville","","6615 Bradyville Pike","Murfreesboro","","TN","37127","6158987739","0","","http://rutherfordcountytn.gov/environmental/recycle.htm","35.7819172","-86.2962086","14.0123198570122","","false","false","","","false","false","false","false"
"DeKalb County Convenience Center - Snow Hill","","Hwy 70 West","Liberty","","TN","37095","6155975175","0","","","36.0083691","-85.969102","14.227517162324","","false","false","","","false","false","false","false"
"Warren County Convenience Center - Green Hill","","131 Guthrie Rd","Mcminnville","","TN","37110","9319343091","0","","https://www.warrencountytn.gov/dept/sanitation.asp","35.8229518","-85.7918836","14.4266162788678","","false","false","","","false","false","false","false"
"Lascassas Convenience Center","Lascassas Convenience Center","6883 Lascassas Pike ","Lascassas","Rutherford County","TN","37085","6158987739","0","Tuesday: 9:30 AM - 5:00 PM Wednesday: 9:30 AM - 5:00 PM Friday: 9:30 AM - 5:00 PM Sunday: 7:30 AM - 3:00 PM Saturday: 7:30 AM - 3:00 PM ","http://www.rutherfordcountytn.gov/","35.9282803","-86.2701033","14.7191196974475","Aluminum; Aluminum Cans; Cardboard; Carpet Padding; Glass (Brown); Glass (Clear); Glass (Green); Magazines; Newspapers; Plastic #1 (PETE); Plastic #2 (HDPE); Scrap Metal","false","true","","","false","false","false","false"
"Turner Auto Salvage","Turner Auto Salvage","2429 Nashville Hwy","McMinnville","Warren","TN","37110","9316684157","0","Monday: 8:00 AM - 5:00 PM Tuesday: 8:00 AM - 5:00 PM Wednesday: 8:00 AM - 5:00 PM Thursday: 8:00 AM - 5:00 PM Friday: 8:00 AM - 5:00 PM Saturday: 8:00 AM - 12:00 PM ","","35.69563","-85.81304","15.5182237583227","Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"O'Reilly Auto Parts","null","664 West Broad Street","Smithville","","TN","37166","6155974155","0","","http://oreillyauto.custhelp.com/app/error/error_id/6","35.9605456","-85.8376657","15.6243112652007","","false","false","","","false","false","false","false"
"Walmart Supercenter","","515 W Broad St","Smithville","","TN","37166","6152157550","0","","https://www.walmart.com/","35.9547567","-85.8299059","15.7034995753594","","false","false","","","false","false","false","false"
"Walmart Tire and Lube Express","","515 W Broad St","Smithville","","TN","37166","6152157550","0","","https://www.walmart.com/cp/ideas/8932632","35.9547567","-85.8299059","15.7034995753594","","false","false","","","false","false","false","false"
"Rutherford County Household Hazardous Waste Collection Event","","","Murfreesboro","","TN","37130","6155424633","0","","http://rutherfordcountytn.gov","35.8807375","-86.317392","15.7396223973333","","false","false","","","false","false","false","false"
"Rutherford County Convenience Center - Buchanan","","10810 Manchester Hwy","Murfreesboro","","TN","37037","6158987739","0","","http://rutherfordcountytn.gov/environmental/recycle.htm","35.7011203","-86.2984461","15.9715825556316","","false","false","","","false","false","false","false"
"Fairgrounds Convenience Center","","477 Fairgrounds Road","Mcminnville","","TN","37110","9314736874","0","","","35.7114403","-85.792014","16.0269317101668","","false","false","","","false","false","false","false"
"Warren County Convenience Center - Fairgrounds","","477 Fairgrounds Rd","Mcminnville","","TN","37110","9314730853","0","","https://www.warrencountytn.gov/dept/sanitation.asp","35.7114403","-85.792014","16.0269317101668","","false","false","","","false","false","false","false"
"Buchanan Convenience Center","Buchanan Convenience Center","10810 Manchester Pike ","Murfreesboro","Rutherford County","TN","37127","6158987739","0","Tuesday: 9:30 AM - 5:00 PM Wednesday: 9:30 AM - 5:00 PM Friday: 9:30 AM - 5:00 PM Sunday: 7:30 AM - 3:00 PM Saturday: 7:30 AM - 3:00 PM ","http://www.rutherfordcountytn.gov/","35.7316777","-86.3170272","16.0333208661","Aluminum; Aluminum Cans; Catalogs; Magazines; Newspapers; Plastic #1 (PETE); Plastic #2 (HDPE); Scrap Metal; Tin or Steel Cans","false","true","","","false","false","false","false"
"Walmart","Walmart","515 W Broad St","Smithville","Dekalb","TN","37166","6152157550","0","","http://www.walmart.com","35.95796","-85.82376","16.1102815985267","Lead Acid (Pb) Batteries; Plastic Shopping Bags; Food Storage Bags; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Warren County Convenience Center - Morrison","","131 Railroad Street","Morrison","","TN","37357","9316353014","0","","https://www.warrencountytn.gov/dept/sanitation.asp","35.603132","-85.9202175","16.1961692841404","","false","false","","","false","false","false","false"
"Greg Hullett Automotive","Greg Hullett Automotive","311 S Fair St","Morrison","Warren","TN","37357","9316352868","0","Monday: 8:00 AM - 4:00 PM Tuesday: 8:00 AM - 4:00 PM Wednesday: 8:00 AM - 4:00 PM Thursday: 8:00 AM - 4:00 PM Friday: 8:00 AM - 4:00 PM ","","35.60168","-85.91447","16.431717519219","Used Motor Oil; Oil Filters; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Advance Auto Parts","Advance Auto Parts","625 S Congress Blvd","Smithville","Dekalb","TN","37166","6155972886","0","Monday: 7:00 AM - 9:00 PM Tuesday: 7:00 AM - 9:00 PM Wednesday: 7:00 AM - 9:00 PM Thursday: 7:00 AM - 9:00 PM Friday: 7:00 AM - 9:00 PM Saturday: 7:00 AM - 9:00 PM Sunday: 10:00 AM - 8:00 PM ","http://www.advanceautoparts.com","35.95433","-85.81116","16.5189231240577","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Walmart Supercenter","","915 N Chancery St","Mcminnville","","TN","37110","9314730826","0","","https://www.walmart.com/","35.6989578","-85.7881271","16.6150354541246","","false","false","","","false","false","false","false"
"Walmart Tire & Lube Express","Walmart Tire & Lube Express","915 N Chancery St Ste 100","Mc Minnville","Warren","TN","37110","9314730826","0","","http://www.walmart.com/catalog/catalog.gsp?cat=495843","35.69945","-85.78672","16.6684944955408","Lead Acid (Pb) Batteries; Used Motor Oil; Oil Filters; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Warren County Convenience Center - Smartt","","199 Smartt Station Rd","Morrison","","TN","37357","9316688264","0","","https://www.warrencountytn.gov/dept/sanitation.asp","35.6406576","-85.8405513","16.6861397180434","","false","false","","","false","false","false","false"
"Walmart Supercenter","","2900 S Rutherford Blvd","Murfreesboro","","TN","37127","6158964650","0","","https://www.walmart.com/","35.8315944","-86.346231","16.6958564597276","","false","false","","","false","false","false","false"
"Walmart Tire and Lube Express","","2900 S Rutherford Blvd","Murfreesboro","","TN","37127","6158964650","0","","https://www.walmart.com/cp/ideas/8932632","35.8315944","-86.346231","16.6958564597276","","false","false","","","false","false","false","false"
"Chattanooga Goodwill Industries Inc. - Dell Reconnect Donation Site","","1339 Smithfield Highway","Mcminnville","","TN","37110","9315074050","0","","https://goodwillchatt.org/","35.7021868","-85.7830025","16.765390993577","","false","false","","","false","false","false","false"
"Lowe's","","1339 Smithville Highway","Mcminnville","","TN","37110","9315060100","0","","https://newsroom.lowes.com/responsibility/operational-excellence/","35.7021868","-85.7830025","16.765390993577","","false","false","","","false","false","false","false"
"City of McMinnville Christmas Tree Recycling Event - Civic Center","","500 Garfield Street","Mcminnville","","TN","37110","9314732553","0","","https://www.mcminnvilletn.gov/","35.692044","-85.787794","16.8633855581148","","false","false","","","false","false","false","false"
"Call2Recycle at Lowe's","Call2Recycle at Lowe's","1339 Smithville Hwy Ste 10","Mc Minnville","Warren","TN","37110","9315060100","0","Monday: 6:00 AM - 10:00 PM Tuesday: 6:00 AM - 10:00 PM Wednesday: 6:00 AM - 10:00 PM Thursday: 6:00 AM - 10:00 PM Friday: 6:00 AM - 10:00 PM Saturday: 6:00 AM - 10:00 PM Sunday: 8:00 AM - 8:00 PM ","http://www.lowes.com/","35.7016","-85.78095","16.8863462500738","Cell Phones; Compact Fluorescent Lights; Ni-Cd Batteries; Plastic Shopping Bags; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles; Batteries (Rechargeable); Cell Phone Batteries; Li-Ion Batteries; Ni-Cd Batteries; Ni-MH Batteries; Small Sealed Lead Acid Batteries; Cell Phones","false","true","As an environmentally-committed retailer, Lowes offers a recycling center near store entrances to give consumers a free and easy way to properly dispose of rechargeable batteries, cell phones, CFLs and plastic shopping bags; materials that otherwise could be potentially harmful to the environment.  Look for the recycling center or ask a store associate for more details.","Call2Recycle","false","false","false","false"
"Southern Central Iron & Metal LLC","","4530 Manchester Hwy.","Mcminnville","","TN","37110","9316688044","0","","http://www.southerncentralwasteservices.com/","35.6437071","-85.831126","16.914424643324","","false","false","","","false","false","false","false"
"Southern Central Waste Services LLC","","4530 Manchester Hwy.","Mcminnville","","TN","37110","9316688044","0","","http://www.southerncentralwasteservices.com/","35.6437071","-85.831126","16.914424643324","","false","false","","","false","false","false","false"
"Walgreens","Walgreens","1210 Smithville Hwy","Mc Minnville","Warren","TN","37110","9314733778","0","","http://www.walgreens.com","35.70096","-85.78065","16.9215401686687","Cell Phones; Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Tractor Supply","Tractor Supply","2310 Mercury BLVD","Murfreesboro","Rutherford County","TN","37130","6158491974","0","","http://www.tractorsupply.com","35.8347518","-86.3511242","16.9868305044817","Transmission Fluid; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Tractor Supply","null","200 Hobson ST Plaza Shop CTR","Mc Minnville","","TN","37110","9314732411","0","","https://www.tractorsupply.com/","35.6994472","-85.7787917","17.0621681613614","","false","false","","","false","false","false","false"
"Chattanooga Goodwill Industries Inc. - Dell Reconnect Donation Site","","220 Hobson Street","Mcminnville","","TN","37110","0","0","","https://goodwillchatt.org/","35.7003299","-85.7780176","17.0727876845536","","false","false","","","false","false","false","false"
"Tractor Supply","","2318 Mercury Boulevard","Murfreesboro","","TN","37127","6158491974","0","","https://www.tractorsupply.com/","35.8353868","-86.3532293","17.1081542415164","","false","false","","","false","false","false","false"
"Tractor Supply","Tractor Supply","200 Hobson ST Plaza Shop CTR","Mc Minnville","Warren","TN","37110","9314732411","0","","http://www.tractorsupply.com","35.69788","-85.77797","17.1531287671265","Transmission Fluid; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Advance Auto Parts","Advance Auto Parts","627 N Chancery St","Mc Minnville","Warren","TN","37110","9314733113","0","Monday: 7:00 AM - 9:00 PM Tuesday: 7:00 AM - 9:00 PM Wednesday: 7:00 AM - 9:00 PM Thursday: 7:00 AM - 9:00 PM Friday: 7:00 AM - 9:00 PM Saturday: 7:00 AM - 9:00 PM Sunday: 10:00 AM - 8:00 PM ","http://www.advanceautoparts.com","35.69297","-85.77847","17.2886985566859","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Coffee County Convenience Center - Beech Grove","","90 Oscar Crowell Rd","Beechgrove","","TN","37018","9313942813","0","","http://www.coffeecountytn.gov","35.6060694","-86.2226577","17.29184792351","","false","false","","","false","false","false","false"
"Walmart","Walmart","2900 S Rutherford Blvd","Murfreesboro","Rutherford","TN","37130","6158964650","0","","http://www.walmart.com","35.82625","-86.35748","17.3011819431168","Lead Acid (Pb) Batteries; Plastic Shopping Bags; Food Storage Bags; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Walmart Tire & Lube Express","Walmart Tire & Lube Express","2900 S Rutherford Blvd","Murfreesboro","Rutherford","TN","37130","6158964650","0","","http://www.walmart.com/catalog/catalog.gsp?cat=495843","35.82625","-86.35748","17.3011819431168","Lead Acid (Pb) Batteries; Used Motor Oil; Oil Filters; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"City of McMinnville Christmas Tree Recycling Event - Boyd Christian School","","806 Morrison Street","Mcminnville","","TN","37110","9314732553","0","","https://www.mcminnvilletn.gov/","35.6679927","-85.7970139","17.3223739123931","","false","false","","","false","false","false","false"
"RadioShack","RadioShack","2874 S Rutherford Blvd","Murfreesboro","Rutherford","TN","37130","6158956703","0","Monday: 10:00 AM - 8:00 PM Tuesday: 10:00 AM - 8:00 PM Wednesday: 10:00 AM - 8:00 PM Thursday: 10:00 AM - 8:00 PM Friday: 10:00 AM - 8:30 PM Saturday: 10:00 AM - 8:30 PM Sunday: 10:00 AM - 7:00 PM ","http://www.radioshack.com","35.82621","-86.35831","17.3474723067019","Cell Phones; Ni-Cd Batteries; Batteries (Rechargeable); Alkaline/Single-Use Batteries; Cell Phone Batteries; Video Game Consoles; PlayStation Consoles","false","true","*All battery contacts must be taped or sealed before accepted.","","false","false","false","false"
"Call2Recycle at RadioShack","Call2Recycle at RadioShack","2874 S Rutherford Blvd","Murfreesboro","Rutherford","TN","37130","6158956703","0","","http://www.radioshack.com/","35.82621","-86.35831","17.3474723067019","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","As the first national retailer to partner with Call2Recycle, RadioShack is at the forefront of the rechargeable battery recycling cause and is pleased to offer battery recycling at thousands of convenient RadioShack locations for free.  Simply drop them off at your local RadioShack and theyll take care of the rest.  Ask a store associate for more details.","","false","false","false","false"
"AutoZone","AutoZone","509 N Chancery St","McMinnville","Warren","TN","37110","9314731545","0","","http://www.autozone.com","35.69151","-85.7771","17.4046604721448","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","Most AutoZone stores accept used motor oil, transmission fluid, gear oil and automotive batteries. Call to see what your local store is currently accepting.","","false","false","false","false"
"Coffee County Convenience Center - Summitville","","90 School St","Summitville","","TN","37382","9317289838","0","","http://www.coffeecountytn.gov","35.5615533","-85.9933909","17.6445586632503","","false","false","","","false","false","false","false"
"The UPS Store","The UPS Store","1715 S Rutherford Blvd Ste K","Murfreesboro","Rutherford","TN","37130","6154270001","0","Monday: 8:30 AM - 7:00 PM Tuesday: 8:30 AM - 7:00 PM Wednesday: 8:30 AM - 7:00 PM Thursday: 8:30 AM - 7:00 PM Friday: 8:30 AM - 6:00 PM Saturday: 9:30 AM - 4:00 PM ","http://www.upsstore.com","35.81407","-86.36669","17.7940910546563","Packing Materials; Packing Peanut (Reuse); Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Publix","","1731 South Rutherford Boulevard","Murfreesboro","","TN","37130","6158494290","0","","https://sustainability.publix.com/storefront/customer-recycling/","35.8131878","-86.368365","17.8878625386969","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","7881 McMinnville Hwy","Summitville","Coffee","TN","37382","8002758777","0","","https://www.usps.com/","35.55777","-85.99317","17.9040539795299","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"Rutherford County Convenience Center - Lascassas","","6883 Lascassas Hwy","Lascassas","","TN","37085","6158987739","0","","http://rutherfordcountytn.gov/environmental/recycle.htm","35.8645879","-86.3630666","17.9442515383807","","false","false","","","false","false","false","false"
"Perry's Garage","Perry's Garage","506 Sparta St ","McMinnville","Warren County","TN","37110","9314735568","0","Monday: 8:00 AM - 6:00 PM Tuesday: 8:00 AM - 6:00 PM Wednesday: 8:00 AM - 6:00 PM Thursday: 8:00 AM - 6:00 PM Friday: 8:00 AM - 6:00 PM ","","35.6846184","-85.7677761","18.0935398619718","Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Walgreens","Walgreens","1131 Mercury Blvd","Murfreesboro","Rutherford","TN","37130","6158905911","0","","http://www.walgreens.com","35.83622","-86.37146","18.1303730221189","Cell Phones; Inkjet Cartridge Refilling; Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Texaco Express","Texaco Express","1639 NW Broad St","Murfreesboro","Rutherford","TN","37129","6158904566","0","","http://www.rutherfordcounty.org/recycle","35.82243","-86.37528","18.286075627315","Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Habitat for Humanity ReStore","","850 Mercury Boulevard","Murfreesboro","","TN","37130","6158495994","0","","http://www.rchfh.org/","35.8359981","-86.3784954","18.5216611301605","","false","false","","","false","false","false","false"
"RadioShack","RadioShack","1410 Sparta St","Mc Minnville","Warren","TN","37110","9314735665","0","Monday: 10:00 AM - 8:00 PM Tuesday: 10:00 AM - 8:00 PM Wednesday: 10:00 AM - 8:00 PM Thursday: 10:00 AM - 8:00 PM Friday: 10:00 AM - 9:00 PM Saturday: 10:00 AM - 9:00 PM Sunday: 12:00 PM - 5:00 PM ","http://www.radioshack.com","35.69139","-85.75438","18.5348509347948","Cell Phones; Ni-Cd Batteries; Batteries (Rechargeable); Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Call2Recycle at RadioShack","Call2Recycle at RadioShack","1410 Sparta St Ste 45","Mc Minnville","Warren","TN","37110","6154735665","0","","http://www.radioshack.com/","35.69139","-85.75438","18.5348509347948","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","As the first national retailer to partner with Call2Recycle, RadioShack is at the forefront of the rechargeable battery recycling cause and is pleased to offer battery recycling at thousands of convenient RadioShack locations for free.  Simply drop them off at your local RadioShack and theyll take care of the rest.  Ask a store associate for more details.","","false","false","false","false"
"City of McMinnville Christmas Tree Recycling Event - Three Star Mall","","1410 Sparta Street","Mcminnville","","TN","37110","9314732553","0","","https://www.mcminnvilletn.gov/","35.694089","-85.7464754","18.8488474617915","","false","false","","","false","false","false","false"
"O'Reilly Auto Parts","null","519 SE Broad Street","Murfreesboro","","TN","37130","6158671992","0","","http://oreillyauto.custhelp.com/app/error/error_id/6","35.8384376","-86.3853885","18.9210834666519","","false","false","","","false","false","false","false"
"Advance Auto Parts","Advance Auto Parts","510 SE Broad St","Murfreesboro","Rutherford","TN","37130","6159047550","0","Monday: 7:00 AM - 9:00 PM Tuesday: 7:00 AM - 9:00 PM Wednesday: 7:00 AM - 9:00 PM Thursday: 7:00 AM - 9:00 PM Friday: 7:00 AM - 9:00 PM Saturday: 7:00 AM - 9:00 PM Sunday: 10:00 AM - 8:00 PM ","http://www.advanceautoparts.com","35.8382","-86.38572","18.938078486204","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Walgreens","Walgreens","3010 S Church St","Murfreesboro","Rutherford","TN","37127","6158671696","0","","http://www.walgreens.com","35.7866","-86.39019","19.2000112137439","Cell Phones; Inkjet Cartridge Refilling; Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Coffee County Convenience Center - New Union","","177 Brandon Rd","Manchester","","TN","37355","9317233905","0","","http://www.coffeecountytn.gov","35.5355702","-86.0776298","19.2274647994144","","false","false","","","false","false","false","false"
"O'Reilly Auto Parts","null","1910 Memorial Boulevard","Murfreesboro","","TN","37129","6152173869","0","","http://oreillyauto.custhelp.com/app/error/error_id/6","35.8750711","-86.384671","19.2787237571378","","false","false","","","false","false","false","false"
"AutoZone","AutoZone","230 SE Broad St","Murfreesboro","Rutherford","TN","37130","6158907096","0","","http://www.autozone.com","35.84204","-86.39178","19.3015310615817","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","Most AutoZone stores accept used motor oil, transmission fluid, gear oil and automotive batteries. Call to see what your local store is currently accepting.","","false","false","false","false"
"Mid-Tenn Metal","Mid-Tenn Metal","118 S Rutherford Blvd","Murfreesboro","Rutherford","TN","37130","6158481727","0","Monday: 7:30 AM - 4:30 PM Tuesday: 7:30 AM - 4:30 PM Wednesday: 7:30 AM - 4:30 PM Thursday: 7:30 AM - 4:30 PM Friday: 7:30 AM - 4:30 PM Saturday: 7:30 AM - 2:30 PM ","http://www.rutherfordcounty.org/recycle","35.81919","-86.39404","19.3305042419884","Aluminum Cans; Lead Acid (Pb) Batteries; Ferrous Metals (Steel or Iron); Large Household Appliances; Non-ferrous (Copper/Brass/Tin); Video Game Consoles; PlayStation Consoles","true","true","This site will provide pick-up service for large quantities of accepted material.  Please call for more information on this service.","","false","false","false","false"
"US Post Office","US Post Office","825 S Church St","Murfreesboro","Rutherford","TN","37130","0","0","","https://www.usps.com/ship/recycle-through-usps.htm","35.83477","-86.39314","19.3324476575013","Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","Free, postage-paid Mail Back envelopes can be found on display in the lobby. There is no limit to the number of envelopes customers may take. The contents of the envelope must weigh less than 13 ounces and the envelope must be able to seal completely. For more details visit<a href="http://www.maxback.com/mxb-postoffice-collaboration" target="_blank">MaxBack</a>.","","false","false","false","false"
"Walgreens","Walgreens","106 W Northfield Blvd","Murfreesboro","Rutherford","TN","37129","6158901583","0","","http://www.walgreens.com","35.86825","-86.38764","19.3429927831349","Cell Phones; Inkjet Cartridge Refilling; Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Goodwill","","Shelbyville Hwy","Murfreesboro","","TN","37129","0","0","","https://giveit2goodwill.org/","35.8292138","-86.3939808","19.3539326307863","","false","false","","","false","false","false","false"
"The Book Rack","The Book Rack","122 S Maple St","Murfreesboro","Rutherford","TN","37130","6158932726","0","Monday: 9:00 AM - 5:00 PM Tuesday: 9:00 AM - 5:00 PM Wednesday: 9:00 AM - 5:00 PM Thursday: 9:00 AM - 5:00 PM Friday: 9:00 AM - 5:00 PM Saturday: 9:00 AM - 3:00 PM ","http://www.rutherfordcounty.org/recycle","35.84576","-86.39278","19.3852125915632","Books (Reuse); Video Game Consoles; PlayStation Consoles","false","true","This site is located just off of the square.  We want all your paperback books and some hard cover books also.  Large print books are needed.  No old textbooks or encyclopedias are accepted.","","false","false","false","false"
"Fun-Tiques Consignments With a Twist!","Fun-Tiques Consignments With a Twist!","118 S Maple St","Murfreesboro","Rutherford","TN","37130","6158672896","0","Saturday: 9:00 AM - 4:00 PM ","http://www.funtiquesconsignment.com/","35.84576","-86.39278","19.3852125915632","Bikes; Gift Bags; Furniture; Household Goods; Lawn Equipment; Musical Instruments; Ornaments; Sporting Goods; Telephones; Miscellaneous Tools; Children's Toys; Video Game Consoles; PlayStation Consoles","false","true","Fun-Tiques is located at the black doubledoors beside C&M and is a fun, monthly "sale" of ever-changing inventory for the home featuring an eclectic mix of old and new, large and small, antiques, flea market finds, and consignment items. Call to set appointment to consign items.","","false","false","false","false"
